220,2012,0.70 ,3.5
221,2012,0.70 ,3.75
222,2016,0.75 ,3.5
223,2014,0.75 ,4
224,2014,0.75 ,3.25
225,2014,0.65 ,3.75
226,2013,0.75 ,3.5
227,2013,0.75 ,3.25
228,2011,0.75 ,3.5
229,2011,0.75 ,3.5
230,2011,0.75 ,3.5
231,2011,0.75 ,3.75
232,2011,0.75 ,4
233,2011,0.75 ,4
234,2011,0.75 ,3.5
235,2011,0.75 ,3.25
236,2009,0.75 ,3
237,2009,0.75 ,2.75
238,2009,0.75 ,3
239,2009,0.75 ,3
240,2008,0.75 ,4
241,2007,0.75 ,2.5
242,2006,0.75 ,3.75
243,2006,0.75 ,4
244,2006,0.75 ,4
245,2006,0.75 ,4
246,2006,1.00 ,1.5
247,2006,0.75 ,3
248,2006,0.75 ,4
249,2009,0.77 ,3.25
250,2009,1.00 ,1.5
251,2014,0.70 ,2.75
252,2014,0.70 ,2.75
253,2016,0.70 ,3.5
254,2016,0.70 ,3.75
255,2015,0.68 ,3.75
256,2014,0.70 ,3.75
257,2014,0.70 ,4
258,2013,0.72 ,3
259,2013,0.70 ,3.25
260,2013,0.75 ,3.5
261,2013,0.85 ,3.5
262,2015,0.60 ,3
263,2015,0.80 ,3.25
264,2015,0.70 ,3.5
265,2015,0.80 ,2.75
266,2015,0.80 ,3.25
267,2015,0.60 ,3.25
268,2013,0.70 ,3
269,2014,0.72 ,3
270,2014,0.70 ,3.5
271,2014,0.72 ,3.5
272,2014,0.68 ,2.75
273,2015,0.70 ,3.25
274,2013,0.68 ,2.75
275,2014,0.72 ,3.25
276,2014,0.72 ,3.5
277,2014,0.72 ,3.25
278,2014,0.72 ,3.25
279,2014,0.60 ,2.5
280,2015,0.70 ,2.5
281,2014,0.75 ,2.5
282,2010,0.75 ,2.5
283,2010,0.75 ,2.75
284,2010,0.75 ,2.25
285,2016,0.65 ,3.5
286,2010,0.70 ,3
287,2008,0.75 ,2
288,2007,0.72 ,2
289,2007,0.66 ,3
290,2015,0.77 ,3.5
291,2015,0.75 ,3.25
292,2014,0.75 ,2.5
293,2014,0.74 ,3.25
294,2014,0.75 ,3.5
295,2014,0.70 ,3.75
296,2015,0.74 ,3.25
297,2016,0.71 ,3.75
298,2016,0.74 ,3.75
299,2015,0.72 ,3.75
300,2014,0.64 ,3.5
301,2014,0.70 ,3.5
302,2014,0.69 ,2.75
303,2014,0.70 ,3.25
304,2016,0.70 ,3.5
305,2012,0.72 ,3.75
306,2011,0.72 ,3
307,2011,0.66 ,3.75
308,2011,0.65 ,3.25
309,2016,0.70 ,3.5
310,2010,0.71 ,3.5
311,2010,0.71 ,3.75
312,2010,0.71 ,4
313,2010,0.71 ,3.25
314,2010,0.71 ,3.5
315,2010,0.77 ,3.5
316,2009,0.70 ,4
317,2009,0.70 ,4
318,2015,0.70 ,3
319,2015,0.70 ,3.25
320,2015,0.70 ,3.5
321,2013,0.70 ,3.25
322,2008,0.63 ,3.5
323,2008,0.71 ,3.5
324,2008,0.82 ,2.5
325,2008,0.91 ,1.5
326,2008,0.60 ,2.75
327,2007,0.70 ,1
328,2014,0.75 ,2.5
329,2014,0.72 ,3
330,2014,0.70 ,3.5
331,2013,1.00 ,3.5
332,2012,0.80 ,3
333,2011,0.78 ,2.25
334,2011,0.70 ,2.5
335,2016,0.75 ,2.5
336,2016,0.73 ,2.75
337,2016,0.70 ,3
338,2016,0.75 ,3
339,2016,0.70 ,3.25
340,2008,0.77 ,2
341,2008,0.77 ,2.5
342,2008,0.77 ,2.75
343,2008,0.55 ,3
344,2008,0.55 ,3.25
345,2008,0.55 ,3.5
346,2014,0.70 ,3.5
347,2014,0.70 ,3.75
348,2015,0.72 ,3.5
349,2015,0.72 ,3.25
350,2015,0.72 ,3.5
351,2012,0.72 ,3
352,2012,0.80 ,2.75
353,2016,0.65 ,3
354,2016,0.65 ,3.25
355,2016,0.65 ,3.25
356,2016,0.65 ,3.5
357,2016,0.65 ,3.5
358,2016,0.72 ,4
359,2015,0.72 ,3.5
360,2015,0.70 ,3.75
361,2015,0.72 ,3.5
362,2014,0.72 ,3.5
363,2014,0.76 ,3.5
364,2014,0.70 ,2.75
365,2013,0.70 ,3
366,2013,0.73 ,3.5
367,2013,0.70 ,2.5
368,2013,0.70 ,3.25
369,2013,0.72 ,3.25
370,2013,0.70 ,2.75
371,2013,0.72 ,3
372,2014,0.70 ,2.5
373,2014,0.70 ,2.75
374,2014,0.70 ,2.75
375,2014,0.70 ,3
376,2009,0.72 ,2.75
377,2014,0.70 ,2.75
378,2016,0.70 ,3.25
379,2010,0.55 ,2.75
380,2008,0.75 ,3
381,2014,0.70 ,3.5
382,2011,0.70 ,3.5
383,2015,0.70 ,3.25
384,2014,0.75 ,3
385,2014,0.82 ,3.25
386,2015,0.70 ,2.75
387,2015,0.70 ,3.5
388,2015,0.65 ,2.5
389,2015,0.65 ,2.75
390,2015,0.80 ,2.5
391,2011,0.70 ,3.75
392,2011,0.68 ,3.75
393,2016,0.90 ,2.5
394,2016,0.80 ,2.5
395,2016,0.70 ,2.5
396,2016,0.70 ,2.75
397,2016,0.60 ,3
398,2016,0.75 ,3
399,2016,0.80 ,3
400,2016,0.70 ,3.25
401,2016,0.80 ,2.75
402,2014,0.74 ,2.75
403,2015,0.75 ,3.25
404,2015,0.68 ,3.5
405,2015,0.80 ,3.75
406,2015,0.69 ,3.75
407,2015,0.80 ,3.75
408,2013,0.70 ,3.75
409,2012,0.82 ,2.5
410,2012,0.68 ,2.75
411,2012,0.72 ,3.25
412,2014,0.70 ,2.5
413,2015,0.77 ,3
414,2011,0.65 ,3.25
415,2010,0.71 ,3.25
416,2010,0.71 ,3.5
417,2009,0.60 ,3.25
418,2009,0.75 ,3.25
419,2008,0.71 ,3.5
420,2007,0.71 ,2.5
421,2007,0.71 ,2.5
422,2007,0.70 ,3
423,2015,0.65 ,2.5
424,2015,0.75 ,2.5
425,2009,0.80 ,2.5
426,2009,0.70 ,2.75
427,2009,0.70 ,3
428,2009,0.80 ,3
429,2009,0.70 ,3
430,2013,0.42 ,2.75
431,2016,0.75 ,3.25
432,2011,0.68 ,3.75
433,2009,0.61 ,3
434,2010,0.77 ,2.75
435,2010,0.74 ,3.75
436,2008,0.80 ,3
437,2008,0.75 ,4
438,2008,1.00 ,1
439,2015,0.73 ,3.5
440,2015,0.75 ,3
441,2010,0.70 ,3.25
442,2008,0.80 ,2.75
443,2008,0.72 ,3.25
444,2008,0.70 ,3.75
445,2008,0.88 ,2.75
446,2015,0.76 ,3.5
447,2016,0.78 ,2.75
448,2013,0.65 ,3.25
449,2012,0.85 ,3.5
450,2012,1.00 ,1.5
451,2012,0.72 ,3.75
452,2012,0.70 ,3.5
453,2010,0.72 ,3.25
454,2010,0.70 ,3
455,2010,0.72 ,2.5
456,2010,0.72 ,3
457,2010,0.72 ,3.25
458,2010,0.72 ,3.25
459,2009,0.72 ,3
460,2009,0.62 ,3.25
461,2009,0.70 ,3.5
462,2009,0.70 ,3.75
463,2008,0.72 ,3
464,2008,0.72 ,3
465,2007,0.72 ,3
466,2006,0.70 ,1
467,2014,0.70 ,2.5
468,2014,0.83 ,2.75
469,2012,0.75 ,3.25
470,2012,0.65 ,3.25
471,2012,0.67 ,3.25
472,2012,0.64 ,3.25
473,2012,0.75 ,3.5
474,2016,0.85 ,3.25
475,2016,0.73 ,3.75
476,2015,0.70 ,2.75
477,2011,0.70 ,3.25
478,2017,0.72 ,2.75
479,2015,0.70 ,3
480,2015,0.70 ,3.5
481,2015,0.70 ,2.25
482,2015,0.70 ,2.75
483,2016,0.70 ,3.75
484,2015,0.70 ,3
485,2014,0.70 ,3.5
486,2014,0.70 ,3.5
487,2014,0.70 ,2.75
488,2014,0.70 ,3.75
489,2013,0.70 ,2.75
490,2013,0.70 ,3.25
491,2013,0.70 ,3.5
492,2013,0.70 ,3.5
493,2012,0.70 ,3
494,2012,0.70 ,3.25
495,2012,0.70 ,3.75
496,2011,0.70 ,3.25
497,2011,0.70 ,3.25
498,2011,0.70 ,3.25
499,2014,0.82 ,3.25
500,2012,0.75 ,3
501,2012,0.70 ,3.75
502,2012,0.70 ,3.75
503,2012,0.70 ,4
504,2012,0.70 ,3.25
505,2011,0.60 ,3.5
506,2009,0.75 ,3
507,2009,0.60 ,3.25
508,2016,0.72 ,2.75
509,2016,0.72 ,3
510,2016,0.70 ,3.25
511,2016,0.75 ,3.25
512,2015,0.70 ,3
513,2015,0.70 ,3.25
514,2015,0.70 ,3
515,2015,0.70 ,3.25
516,2013,0.70 ,2.5
517,2013,0.70 ,2.75
518,2013,0.70 ,2.75
519,2012,0.58 ,3.25
520,2015,0.72 ,3.5
521,2015,0.65 ,3.5
522,2016,0.70 ,2.5
523,2016,0.70 ,3
524,2007,0.66 ,2.5
525,2007,0.64 ,3
526,2007,0.71 ,3
527,2007,0.60 ,3
528,2007,0.64 ,3
529,2007,0.64 ,3
530,2009,0.64 ,3
531,2008,0.66 ,3.75
532,2016,0.72 ,2.5
533,2008,0.80 ,2.75
534,2007,0.77 ,3.5
535,2007,0.77 ,3.5
536,2017,0.70 ,3.75
537,2016,0.78 ,3.5
538,2015,0.70 ,3.75
539,2014,0.74 ,3.5
540,2013,0.70 ,3.25
541,2013,0.76 ,3.5
542,2012,0.75 ,2.75
543,2012,0.72 ,2.75
544,2011,0.80 ,2.75
545,2011,0.72 ,3
546,2011,0.75 ,2.75
547,2011,0.74 ,3
548,2011,0.70 ,3.25
549,2015,0.85 ,3
550,2014,0.72 ,3.25
551,2014,0.72 ,3.25
552,2014,0.72 ,3.5
553,2009,0.70 ,3.75
554,2008,0.88 ,3
555,2006,0.70 ,1.5
556,2015,0.70 ,3.75
557,2015,0.70 ,3.75
558,2013,1.00 ,3
559,2012,0.70 ,3.5
560,2012,0.70 ,3.75
561,2011,0.70 ,3.5
562,2010,0.70 ,3
563,2008,0.70 ,3
564,2008,0.70 ,3
565,2008,0.78 ,3.5
566,2008,0.70 ,3.75
567,2007,0.70 ,4
568,2007,0.75 ,3.25
569,2007,0.60 ,3.25
570,2007,0.70 ,3.5
571,2007,0.70 ,3.5
572,2007,0.70 ,3.75
573,2007,0.70 ,4
574,2007,0.70 ,4
575,2006,0.70 ,3
576,2006,0.70 ,3.25
577,2006,0.70 ,3.5
578,2016,0.75 ,2.75
579,2015,0.70 ,2.5
580,2015,0.80 ,2.75
581,2015,0.77 ,2.75
582,2015,0.70 ,4
583,2014,0.70 ,3.5
584,2014,0.76 ,3.75
585,2012,0.72 ,3.75
586,2011,0.72 ,3.75
587,2011,0.65 ,3.5
588,2011,0.72 ,3
589,2011,0.71 ,3.25
590,2011,0.71 ,3.5
591,2010,0.70 ,3.5
592,2010,0.72 ,3.75
593,2010,0.70 ,2.5
594,2010,0.70 ,3.75
595,2015,0.70 ,3.25
596,2012,0.82 ,2.75
597,2015,0.70 ,3.5
598,2015,0.70 ,3.5
599,2015,0.70 ,3.25
600,2015,0.70 ,3.25
601,2015,0.70 ,4
602,2014,0.70 ,3.25
603,2014,0.70 ,3.5
604,2014,0.70 ,3.75
605,2016,0.70 ,3.25
606,2016,0.70 ,3.25
607,2012,0.72 ,2.75
608,2016,0.68 ,3
609,2011,0.75 ,3.75
610,2008,0.71 ,2.75
611,2015,0.70 ,3.75
612,2009,0.61 ,2.75
613,2009,0.70 ,3
614,2008,0.74 ,2.5
615,2008,0.58 ,2.5
616,2008,0.61 ,3
617,2006,0.70 ,2.75
618,2013,0.60 ,2.75
619,2013,0.70 ,3.25
620,2015,0.79 ,3
621,2015,0.78 ,3.5
622,2016,0.75 ,3.25
623,2010,0.80 ,3.25
624,2014,0.70 ,3.25
625,2014,0.80 ,3
626,2014,0.74 ,3.25
627,2012,0.70 ,2.75
628,2009,0.65 ,2
629,2009,0.81 ,3.5
630,2009,0.74 ,2.75
631,2008,0.72 ,3
632,2011,0.55 ,2.5
633,2011,0.55 ,2.5
634,2011,0.70 ,2.5
635,2011,0.62 ,2.75
636,2011,0.62 ,2.5
637,2014,0.80 ,3
638,2014,0.80 ,3.5
639,2014,0.80 ,3.75
640,2010,0.75 ,2.75
641,2016,0.76 ,3
642,2016,0.76 ,2.5
643,2016,0.76 ,2.75
644,2010,0.58 ,3.5
645,2006,0.62 ,2
646,2006,0.74 ,3
647,2006,0.64 ,3
648,2006,0.65 ,3
649,2006,0.72 ,3.5
650,2006,0.68 ,4
651,2014,0.65 ,2.25
652,2014,0.80 ,3
653,2014,0.70 ,3.25
654,2014,0.85 ,2.5
655,2014,0.72 ,2.75
656,2016,0.70 ,2.75
657,2016,0.80 ,2.75
658,2016,0.70 ,2.75
659,2016,0.75 ,3.5
660,2016,0.67 ,3.75
661,2014,0.70 ,3.5
662,2014,0.70 ,3.75
663,2012,0.70 ,3.75
664,2012,0.60 ,3.5
665,2015,0.70 ,3.5
666,2015,0.75 ,3.5
667,2015,0.80 ,3
668,2014,0.60 ,3.5
669,2014,0.65 ,3.5
670,2017,0.70 ,3.5
671,2015,0.73 ,3.5
672,2014,0.80 ,3
673,2014,0.68 ,3.25
674,2013,0.66 ,3.5
675,2012,0.70 ,2.5
676,2012,0.61 ,3.5
677,2012,0.81 ,2
678,2011,0.70 ,3.5
679,2011,0.65 ,3.5
680,2014,0.70 ,3
681,2014,0.70 ,3.5
682,2014,0.70 ,3.5
683,2014,0.70 ,3.5
684,2013,0.72 ,3.25
685,2013,0.72 ,3.75
686,2013,0.70 ,3.75
687,2013,0.70 ,4
688,2012,0.69 ,3.5
689,2012,0.69 ,3.5
690,2012,0.74 ,4
691,2012,0.69 ,4
692,2012,0.69 ,3
693,2011,0.74 ,2.75
694,2011,0.70 ,3.25
695,2011,0.72 ,3.5
696,2011,0.70 ,3.5
697,2011,0.74 ,2.75
698,2011,0.72 ,3.25
699,2011,0.74 ,3
700,2011,0.76 ,3.25
701,2011,0.70 ,4
702,2009,0.80 ,2.75
703,2009,0.70 ,3
704,2009,0.70 ,3.25
705,2009,0.65 ,3.5
706,2016,0.70 ,3.5
707,2015,0.60 ,3
708,2015,0.85 ,3.25
709,2014,0.70 ,3.5
710,2013,0.70 ,3.25
711,2013,0.70 ,3.5
712,2012,0.70 ,3.25
713,2012,0.70 ,3.25
714,2012,0.70 ,3.25
715,2012,0.70 ,3.75
716,2011,0.70 ,3.25
717,2011,0.70 ,3.5
718,2011,0.70 ,3.5
719,2016,0.74 ,3.75
720,2016,0.74 ,4
721,2014,0.70 ,3.75
722,2014,0.76 ,3
723,2013,0.70 ,3.75
724,2013,0.75 ,3
725,2012,0.70 ,2.5
726,2011,0.66 ,3.25
727,2011,0.70 ,3
728,2014,0.85 ,2.5
729,2015,0.65 ,3.25
730,2015,0.70 ,4
731,2015,0.70 ,3.5
732,2015,0.80 ,3.5
733,2015,0.75 ,3.5
734,2016,0.70 ,3.5
735,2015,0.66 ,3
736,2016,0.77 ,2.75
737,2016,0.77 ,3.25
738,2016,0.77 ,3.25
739,2011,0.72 ,3
740,2006,0.70 ,2.5
741,2016,0.70 ,3.5
742,2010,0.82 ,3.25
743,2009,0.60 ,2.75
744,2008,0.71 ,2.5
745,2009,0.64 ,3
746,2009,0.64 ,3
747,2009,0.64 ,3
748,2009,0.76 ,3
749,2009,0.64 ,3.25
750,2015,0.70 ,3.75
751,2013,0.65 ,2.75
752,2013,0.65 ,2.75
753,2013,0.65 ,3.25
754,2013,0.65 ,3.5
755,2011,0.72 ,2.75
756,2011,0.61 ,3.25
757,2011,0.72 ,3.25
758,2010,0.65 ,3
759,2009,0.55 ,3
760,2009,0.91 ,3
761,2009,0.70 ,3.5
762,2008,0.65 ,3
763,2008,0.64 ,3
764,2008,0.65 ,3.5
765,2007,0.72 ,3.5
766,2006,0.65 ,3
767,2006,0.65 ,2.5
768,2006,0.65 ,3.5
769,2006,0.65 ,3.5
770,2006,0.61 ,3.5
771,2006,0.61 ,3
772,2014,0.80 ,2.75
773,2014,0.74 ,2.75
774,2014,0.75 ,3.25
775,2014,0.70 ,3.5
776,2014,0.65 ,2.75
777,2014,0.70 ,3
778,2014,0.80 ,3
779,2014,0.66 ,3.25
780,2014,1.00 ,2
781,2007,0.77 ,2.5
782,2014,0.55 ,2.75
783,2014,0.70 ,3
784,2011,0.70 ,3
785,2016,0.85 ,3.25
786,2015,0.67 ,3
787,2015,0.77 ,3.5
788,2015,0.74 ,3.5
789,2016,0.64 ,2.75
790,2016,0.70 ,3.25
791,2016,0.74 ,3.5
792,2014,0.67 ,3.5
793,2014,0.67 ,3
794,2014,0.67 ,3.75
795,2014,0.67 ,3.75
796,2016,0.72 ,3.5
797,2016,0.70 ,3.5
798,2016,0.77 ,3.5
799,2016,0.68 ,3.75
800,2016,0.72 ,4
801,2015,0.57 ,2.75
802,2015,0.74 ,3.5
803,2015,0.70 ,2.75
804,2015,0.74 ,3
805,2015,0.70 ,3
806,2015,0.73 ,3.25
807,2015,0.70 ,3.25
808,2016,0.70 ,2.75
809,2016,0.72 ,2.75
810,2016,0.75 ,3.25
811,2016,0.66 ,3.5
812,2009,0.80 ,2
813,2009,0.80 ,2.5
814,2009,0.72 ,3
815,2009,0.58 ,3.25
816,2009,0.58 ,3.5
817,2016,0.70 ,2.75
818,2015,0.70 ,3.5
819,2015,0.70 ,3.5
820,2015,0.70 ,3.5
821,2015,0.70 ,3.5
822,2009,0.70 ,2.5
823,2009,0.70 ,2.75
824,2009,0.70 ,3.5
825,2009,0.75 ,3.75
826,2014,0.72 ,2.5
827,2015,0.70 ,2.75
828,2013,0.70 ,4
829,2013,1.00 ,1.75
830,2013,0.75 ,3
831,2013,0.80 ,3.5
832,2013,0.90 ,3
833,2013,0.72 ,3
834,2013,0.82 ,3.5
835,2013,1.00 ,2.75
836,2013,1.00 ,2.5
837,2013,1.00 ,2.75
838,2012,0.66 ,3.5
839,2011,0.80 ,3
840,2011,0.65 ,3
841,2011,0.65 ,3.25
842,2010,0.70 ,2.75
843,2010,0.70 ,3
844,2010,0.70 ,2.75
845,2008,0.72 ,3
846,2008,0.80 ,2.5
847,2008,0.75 ,2.75
848,2008,0.72 ,3
849,2015,0.70 ,3.5
850,2014,0.70 ,3
851,2014,0.70 ,3
852,2014,0.70 ,3
853,2014,0.70 ,3.75
854,2014,0.70 ,3.5
855,2013,0.70 ,3.25
856,2013,0.70 ,3.75
857,2013,0.72 ,3.75
858,2011,0.72 ,3.75
859,2011,0.72 ,3.75
860,2011,0.72 ,3.25
861,2011,0.72 ,3.75
862,2011,0.74 ,4
863,2011,0.72 ,3.5
864,2011,0.70 ,4
865,2011,0.72 ,4
866,2011,0.72 ,4
867,2016,0.61 ,2.5
868,2012,0.70 ,3.25
869,2012,0.70 ,2.75
870,2014,0.77 ,3
871,2012,0.72 ,2.75
872,2012,0.72 ,3
873,2014,0.72 ,3.5
874,2014,0.72 ,2.25
875,2014,0.72 ,3.25
876,2014,0.72 ,3.25
877,2015,0.70 ,3.5
878,2015,0.70 ,2.75
879,2006,0.71 ,2
880,2015,0.63 ,2.75
881,2014,0.70 ,3.5
882,2014,0.70 ,3.5
883,2014,0.70 ,4
884,2013,0.70 ,3.5
885,2013,0.82 ,3
886,2013,0.55 ,3.25
887,2013,0.62 ,3.25
888,2012,0.64 ,2.5
889,2009,0.65 ,3.75
890,2008,0.70 ,3
891,2008,0.70 ,3.5
892,2008,0.75 ,2.75
893,2008,0.85 ,2.5
894,2008,0.85 ,2.75
895,2008,0.85 ,3
896,2008,0.75 ,2.5
897,2008,0.85 ,3
898,2009,0.70 ,2.75
899,2009,0.80 ,2.75
900,2013,0.70 ,3.75
901,2009,0.72 ,2
902,2014,0.60 ,3
903,2014,0.72 ,2.5
904,2014,0.72 ,2.75
905,2014,0.72 ,3
906,2014,0.72 ,3.25
907,2014,0.90 ,3.25
908,2014,0.72 ,3.25
909,2014,0.72 ,3.25
910,2016,0.70 ,3.25
911,2016,0.70 ,2.75
912,2016,0.70 ,3.75
913,2016,0.70 ,3.75
914,2014,0.73 ,2.5
915,2014,0.73 ,3
916,2014,0.73 ,2.5
917,2014,0.73 ,3
918,2012,0.74 ,3.25
919,2012,0.70 ,4
920,2012,0.68 ,3.75
921,2011,0.74 ,3.75
922,2010,0.75 ,3.25
923,2010,0.74 ,3.75
924,2010,0.71 ,3
925,2009,0.64 ,3.5
926,2009,0.68 ,3
927,2016,0.70 ,2.25
928,2016,0.70 ,2.5
929,2016,0.70 ,3
930,2016,0.70 ,3
931,2013,0.74 ,2.75
932,2013,0.60 ,3.25
933,2013,0.56 ,3.25
934,2012,0.66 ,3.5
935,2011,0.68 ,3.5
936,2009,0.68 ,3.25
937,2009,0.69 ,3.5
938,2009,0.60 ,3
939,2009,0.60 ,3.75
940,2008,0.74 ,3.5
941,2011,0.72 ,2.5
942,2011,0.60 ,3.25
943,2015,0.75 ,2.75
944,2015,0.75 ,2.75
945,2015,0.75 ,3
946,2015,0.75 ,3.25
947,2015,0.75 ,3
948,2015,0.75 ,3.5
949,2015,0.75 ,3.25
950,2015,0.75 ,3.75
951,2014,0.70 ,2.75
952,2014,0.68 ,2.75
953,2012,0.70 ,3.5
954,2009,0.75 ,2.5
955,2016,0.80 ,3.5
956,2012,0.75 ,3
957,2012,0.75 ,3
958,2012,0.72 ,3
959,2017,0.70 ,3.5
960,2017,0.70 ,3.25
961,2016,0.70 ,3.25
962,2015,0.70 ,3.25
963,2015,0.70 ,3.5
964,2015,0.70 ,3
965,2015,0.70 ,3.25
966,2015,0.70 ,3.5
